week,sku,weekly_sales,EV,color,price,vendor,functionality
9/10/18,1,21,FALSE,white,25.49,6,Container
9/17/18,1,32,TRUE,white,22.05,6,Container
9/24/18,1,19,FALSE,white,27.49,6,Container
10/31/16,1,9,FALSE,grey,62.93,1,Colt Diesel Double
11/7/16,1,6,FALSE,grey,64.99,1,Colt Diesel Double
11/14/16,1,2,FALSE,grey,65.99,1,Colt Diesel Double
11/21/16,1,2,FALSE,grey,63.99,1,Colt Diesel Double
11/28/16,1,6,FALSE,grey,59.49,1,Colt Diesel Double
12/5/16,1,2,FALSE,grey,64.99,1,Colt Diesel Double
12/12/16,1,8,FALSE,grey,65.99,1,Colt Diesel Double
12/19/16,1,3,FALSE,grey,64.99,1,Colt Diesel Double
12/26/16,1,3,FALSE,grey,64.99,1,Colt Diesel Double
1/2/17,1,1,FALSE,grey,64.99,1,Colt Diesel Double
1/9/17,1,3,FALSE,grey,64.99,1,Colt Diesel Double
1/16/17,1,3,FALSE,grey,64.99,1,Colt Diesel Double
1/23/17,1,8,FALSE,grey,65.99,1,Colt Diesel Double
1/30/17,1,2,FALSE,grey,63.99,1,Colt Diesel Double
2/6/17,1,3,FALSE,grey,63.99,1,Colt Diesel Double
2/13/17,1,7,FALSE,grey,64.99,1,Colt Diesel Double
2/20/17,1,2,FALSE,grey,30.99,1,Colt Diesel Double
2/27/17,1,4,TRUE,grey,63.24,1,Colt Diesel Double
3/6/17,1,8,TRUE,grey,53.99,1,Colt Diesel Double
3/13/17,1,8,FALSE,grey,52.05,1,Colt Diesel Double
3/20/17,1,8,FALSE,grey,75.14,1,Colt Diesel Double
3/27/17,1,2,FALSE,grey,71.49,1,Colt Diesel Double
4/3/17,1,3,FALSE,grey,64.99,1,Colt Diesel Double
4/10/17,1,6,FALSE,grey,75.99,1,Colt Diesel Double
4/17/17,1,5,FALSE,grey,63.99,1,Colt Diesel Double
4/24/17,1,4,TRUE,grey,54.99,1,Colt Diesel Double
5/1/17,1,23,TRUE,grey,56.09,1,Colt Diesel Double
5/8/17,1,3,FALSE,grey,64.99,1,Colt Diesel Double
5/15/17,1,27,TRUE,grey,40.57,1,Colt Diesel Double
5/22/17,1,7,TRUE,grey,47.66,1,Colt Diesel Double
5/29/17,1,7,FALSE,grey,65.99,1,Colt Diesel Double
6/5/17,1,7,FALSE,grey,64.99,1,Colt Diesel Double
6/12/17,1,3,FALSE,grey,64.99,1,Colt Diesel Double
6/19/17,1,1,FALSE,grey,64.99,1,Colt Diesel Double
6/26/17,1,6,FALSE,grey,64.99,1,Colt Diesel Double
7/3/17,1,5,FALSE,grey,65.99,1,Colt Diesel Double
7/10/17,1,7,FALSE,grey,58.72,1,Colt Diesel Double
7/17/17,1,6,FALSE,grey,63.99,1,Colt Diesel Double
7/24/17,1,9,FALSE,grey,62.34,1,Colt Diesel Double
7/31/17,1,3,FALSE,grey,64.99,1,Colt Diesel Double
8/7/17,1,3,FALSE,grey,63.99,1,Colt Diesel Double
8/14/17,1,9,FALSE,grey,61.19,1,Colt Diesel Double
8/21/17,1,2,FALSE,grey,63.99,1,Colt Diesel Double
8/28/17,1,6,FALSE,grey,50.21,1,Colt Diesel Double
9/4/17,1,4,FALSE,grey,65.99,1,Colt Diesel Double
9/11/17,1,5,FALSE,grey,56.73,1,Colt Diesel Double
9/18/17,1,7,FALSE,grey,64.99,1,Colt Diesel Double
9/25/17,1,13,FALSE,grey,65.99,1,Colt Diesel Double
10/2/17,1,3,FALSE,grey,57.07,1,Colt Diesel Double
10/9/17,1,6,FALSE,grey,57.07,1,Colt Diesel Double
10/16/17,1,5,FALSE,grey,71.49,1,Colt Diesel Double
10/23/17,1,1,FALSE,grey,71.49,1,Colt Diesel Double
10/30/17,1,6,FALSE,grey,66.81,1,Colt Diesel Double
11/6/17,1,6,FALSE,grey,65.13,1,Colt Diesel Double
11/13/17,1,6,FALSE,grey,69.49,1,Colt Diesel Double
11/20/17,1,2,FALSE,grey,70.49,1,Colt Diesel Double
11/27/17,1,2,FALSE,grey,70.49,1,Colt Diesel Double
12/4/17,1,3,FALSE,grey,69.49,1,Colt Diesel Double
12/11/17,1,3,FALSE,grey,69.49,1,Colt Diesel Double
12/18/17,1,5,FALSE,grey,70.49,1,Colt Diesel Double
12/25/17,1,8,FALSE,grey,71.49,1,Colt Diesel Double
1/1/18,1,2,FALSE,grey,71.49,1,Colt Diesel Double
1/8/18,1,3,FALSE,grey,71.49,1,Colt Diesel Double
1/15/18,1,6,FALSE,grey,70.49,1,Colt Diesel Double
1/22/18,1,2,FALSE,grey,71.49,1,Colt Diesel Double
1/29/18,1,9,FALSE,grey,65.36,1,Colt Diesel Double
2/5/18,1,8,FALSE,grey,65.99,1,Colt Diesel Double
2/12/18,1,8,FALSE,grey,75.42,1,Colt Diesel Double
2/19/18,1,49,TRUE,grey,64.99,1,Colt Diesel Double
2/26/18,1,48,FALSE,grey,61.97,1,Colt Diesel Double
3/5/18,1,27,FALSE,grey,65.99,1,Colt Diesel Double
3/12/18,1,52,FALSE,grey,63.99,1,Colt Diesel Double
3/19/18,1,34,FALSE,grey,64.99,1,Colt Diesel Double
3/26/18,1,9,FALSE,grey,64.99,1,Colt Diesel Double
4/2/18,1,10,TRUE,grey,65.99,1,Colt Diesel Double
4/9/18,1,9,FALSE,grey,63.99,1,Colt Diesel Double
4/16/18,1,12,FALSE,grey,65.99,1,Colt Diesel Double
4/23/18,1,10,FALSE,grey,64.99,1,Colt Diesel Double
4/30/18,1,18,FALSE,grey,54.67,1,Colt Diesel Double
5/7/18,1,16,FALSE,grey,50.79,1,Colt Diesel Double
5/14/18,1,11,FALSE,grey,64.99,1,Colt Diesel Double
5/21/18,1,12,FALSE,grey,64.99,1,Colt Diesel Double
5/28/18,1,15,FALSE,grey,55.75,1,Colt Diesel Double
6/4/18,1,17,FALSE,grey,53.99,1,Colt Diesel Double
6/11/18,1,15,FALSE,grey,53.99,1,Colt Diesel Double
6/18/18,1,12,FALSE,grey,64.99,1,Colt Diesel Double
6/25/18,1,14,FALSE,grey,65.99,1,Colt Diesel Double
7/2/18,1,2,FALSE,grey,73.89,1,Colt Diesel Double
7/9/18,1,4,FALSE,grey,75.89,1,Colt Diesel Double
7/16/18,1,5,FALSE,grey,75.89,1,Colt Diesel Double
7/23/18,1,8,FALSE,grey,69.77,1,Colt Diesel Double
7/30/18,1,7,FALSE,grey,71.09,1,Colt Diesel Double
8/6/18,1,6,FALSE,grey,73.89,1,Colt Diesel Double
8/13/18,1,5,FALSE,grey,70.09,1,Colt Diesel Double
8/20/18,1,5,FALSE,grey,75.89,1,Colt Diesel Double
8/27/18,1,4,FALSE,grey,75.89,1,Colt Diesel Double
9/3/18,1,10,FALSE,grey,73.89,1,Colt Diesel Double
9/10/18,1,9,FALSE,grey,59.37,1,Colt Diesel Double
9/17/18,1,11,FALSE,grey,57.39,1,Colt Diesel Double
9/24/18,1,11,FALSE,grey,63.99,1,Colt Diesel Double
10/31/16,1,6,FALSE,silver,103.9,1,Colt Diesel Double
11/7/16,1,3,FALSE,silver,109.99,1,Colt Diesel Double
11/14/16,1,38,FALSE,silver,73.02,1,Colt Diesel Double
11/21/16,1,18,FALSE,silver,77.25,1,Colt Diesel Double
11/28/16,1,17,FALSE,silver,81.49,1,Colt Diesel Double
12/5/16,1,8,FALSE,silver,84.78,1,Colt Diesel Double
12/12/16,1,9,FALSE,silver,86.88,1,Colt Diesel Double
12/19/16,1,12,FALSE,silver,81.1,1,Colt Diesel Double
12/26/16,1,14,FALSE,silver,80.49,1,Colt Diesel Double
1/2/17,1,5,FALSE,silver,91.66,1,Colt Diesel Double
1/9/17,1,7,FALSE,silver,107.99,1,Colt Diesel Double
1/16/17,1,3,FALSE,silver,108.99,1,Colt Diesel Double
1/23/17,1,8,FALSE,silver,107.99,1,Colt Diesel Double
1/30/17,1,3,FALSE,silver,109.99,1,Colt Diesel Double
2/6/17,1,3,FALSE,silver,107.99,1,Colt Diesel Double
2/13/17,1,8,FALSE,silver,102.94,1,Colt Diesel Double
2/20/17,1,9,FALSE,silver,54.99,1,Colt Diesel Double
2/27/17,1,7,FALSE,silver,109.99,1,Colt Diesel Double
3/6/17,1,5,FALSE,silver,108.99,1,Colt Diesel Double
3/13/17,1,6,FALSE,silver,108.99,1,Colt Diesel Double
3/20/17,1,8,FALSE,silver,107.99,1,Colt Diesel Double
3/27/17,1,11,FALSE,silver,108.99,1,Colt Diesel Double
4/3/17,1,3,FALSE,silver,107.99,1,Colt Diesel Double
4/10/17,1,10,FALSE,silver,109.99,1,Colt Diesel Double
4/17/17,1,6,FALSE,silver,108.99,1,Colt Diesel Double
4/24/17,1,9,FALSE,silver,62.97,1,Colt Diesel Double
5/1/17,1,8,FALSE,silver,107.89,1,Colt Diesel Double
5/8/17,1,5,FALSE,silver,107.99,1,Colt Diesel Double
5/15/17,1,7,FALSE,silver,108.99,1,Colt Diesel Double
5/22/17,1,9,TRUE,silver,100.27,1,Colt Diesel Double
5/29/17,1,11,TRUE,silver,85.99,1,Colt Diesel Double
6/5/17,1,3,FALSE,silver,109.99,1,Colt Diesel Double
6/12/17,1,6,FALSE,silver,109.99,1,Colt Diesel Double
6/19/17,1,5,FALSE,silver,108.99,1,Colt Diesel Double
6/26/17,1,8,FALSE,silver,107.99,1,Colt Diesel Double
7/3/17,1,7,FALSE,silver,109.99,1,Colt Diesel Double
7/10/17,1,12,FALSE,silver,92.49,1,Colt Diesel Double
7/17/17,1,6,TRUE,silver,86.07,1,Colt Diesel Double
7/24/17,1,15,TRUE,silver,88.74,1,Colt Diesel Double
7/31/17,1,11,FALSE,silver,109.99,1,Colt Diesel Double
8/7/17,1,12,FALSE,silver,109.99,1,Colt Diesel Double
8/14/17,1,4,FALSE,silver,108.99,1,Colt Diesel Double
8/21/17,1,9,FALSE,silver,107.99,1,Colt Diesel Double
8/28/17,1,6,FALSE,silver,107.99,1,Colt Diesel Double
9/4/17,1,9,FALSE,silver,89.66,1,Colt Diesel Double
9/11/17,1,3,FALSE,silver,108.99,1,Colt Diesel Double
9/18/17,1,3,FALSE,silver,107.99,1,Colt Diesel Double
9/25/17,1,10,FALSE,silver,98.36,1,Colt Diesel Double
10/2/17,1,4,FALSE,silver,109.99,1,Colt Diesel Double
10/9/17,1,10,FALSE,silver,107.99,1,Colt Diesel Double
10/16/17,1,6,FALSE,silver,107.99,1,Colt Diesel Double
10/23/17,1,10,FALSE,silver,106.01,1,Colt Diesel Double
10/30/17,1,2,FALSE,silver,109.99,1,Colt Diesel Double
11/6/17,1,6,FALSE,silver,102.31,1,Colt Diesel Double
11/13/17,1,9,FALSE,silver,102.07,1,Colt Diesel Double
11/20/17,1,7,FALSE,silver,108.1,1,Colt Diesel Double
11/27/17,1,6,FALSE,silver,109.99,1,Colt Diesel Double
12/4/17,1,5,FALSE,silver,105.59,1,Colt Diesel Double
12/11/17,1,9,FALSE,silver,107.99,1,Colt Diesel Double
12/18/17,1,7,FALSE,silver,104.59,1,Colt Diesel Double
12/25/17,1,5,FALSE,silver,107.99,1,Colt Diesel Double
1/1/18,1,6,FALSE,silver,101.39,1,Colt Diesel Double
1/8/18,1,12,FALSE,silver,102.02,1,Colt Diesel Double
1/15/18,1,6,FALSE,silver,105.35,1,Colt Diesel Double
1/22/18,1,7,FALSE,silver,103.39,1,Colt Diesel Double
1/29/18,1,5,FALSE,silver,104.69,1,Colt Diesel Double
2/5/18,1,8,FALSE,silver,105.08,1,Colt Diesel Double
2/12/18,1,16,FALSE,silver,109.99,1,Colt Diesel Double
2/19/18,1,7,FALSE,silver,101.39,1,Colt Diesel Double
2/26/18,1,8,FALSE,silver,104.03,1,Colt Diesel Double
3/5/18,1,11,FALSE,silver,108.99,1,Colt Diesel Double
3/12/18,1,13,FALSE,silver,104.59,1,Colt Diesel Double
3/19/18,1,14,FALSE,silver,106.09,1,Colt Diesel Double
3/26/18,1,16,FALSE,silver,107.3,1,Colt Diesel Double
4/2/18,1,12,FALSE,silver,106.52,1,Colt Diesel Double
4/9/18,1,6,FALSE,silver,108.99,1,Colt Diesel Double
4/16/18,1,13,FALSE,silver,107.99,1,Colt Diesel Double
4/23/18,1,8,FALSE,silver,108.99,1,Colt Diesel Double
4/30/18,1,14,FALSE,silver,108.99,1,Colt Diesel Double
5/7/18,1,18,FALSE,silver,94.28,1,Colt Diesel Double
5/14/18,1,22,TRUE,silver,108.99,1,Colt Diesel Double
5/21/18,1,13,FALSE,silver,108.99,1,Colt Diesel Double
5/28/18,1,15,FALSE,silver,109.99,1,Colt Diesel Double
6/4/18,1,20,TRUE,silver,109.25,1,Colt Diesel Double
6/11/18,1,20,FALSE,silver,111.19,1,Colt Diesel Double
6/18/18,1,14,FALSE,silver,110.19,1,Colt Diesel Double
6/25/18,1,26,TRUE,silver,109.99,1,Colt Diesel Double
7/2/18,1,16,TRUE,silver,108.99,1,Colt Diesel Double
7/9/18,1,15,TRUE,silver,109.99,1,Colt Diesel Double
7/16/18,1,35,TRUE,silver,107.99,1,Colt Diesel Double
7/23/18,1,25,FALSE,silver,109.99,1,Colt Diesel Double
7/30/18,1,20,TRUE,silver,108.99,1,Colt Diesel Double
8/6/18,1,13,FALSE,silver,109.99,1,Colt Diesel Double
8/13/18,1,22,FALSE,silver,108.99,1,Colt Diesel Double
8/20/18,1,24,TRUE,silver,108.99,1,Colt Diesel Double
8/27/18,1,15,TRUE,silver,109.99,1,Colt Diesel Double
9/3/18,1,14,FALSE,silver,109.99,1,Colt Diesel Double
9/10/18,1,18,TRUE,silver,107.16,1,Colt Diesel Double
9/17/18,1,9,FALSE,silver,107.99,1,Colt Diesel Double
9/24/18,1,11,FALSE,silver,107.99,1,Colt Diesel Double
10/31/16,1,28,FALSE,red,13.2,6,Container
11/7/16,1,19,TRUE,red,12.25,6,Container
11/14/16,1,9,TRUE,red,14.29,6,Container
11/21/16,1,14,TRUE,red,14.29,6,Container
11/28/16,1,7,TRUE,red,12.29,6,Container
12/5/16,1,10,TRUE,red,13.29,6,Container
12/12/16,1,14,TRUE,red,13.88,6,Container
12/19/16,1,23,TRUE,red,14.29,6,Container
12/26/16,1,15,TRUE,red,13.29,6,Container
1/2/17,1,9,TRUE,red,14.65,6,Container
1/9/17,1,17,TRUE,red,14.29,6,Container
1/16/17,1,5,TRUE,red,13.29,6,Container
1/23/17,1,6,TRUE,red,12.29,6,Container
1/30/17,1,10,TRUE,red,15.14,6,Container
2/6/17,1,11,TRUE,red,12.29,6,Container
2/13/17,1,4,TRUE,red,13.29,6,Container
2/20/17,1,9,TRUE,red,13.29,6,Container
2/27/17,1,7,FALSE,red,20.99,6,Container
3/6/17,1,8,FALSE,red,20.99,6,Container
3/13/17,1,10,TRUE,red,14.29,6,Container
3/20/17,1,11,FALSE,red,18.63,6,Container
3/27/17,1,7,TRUE,red,16.49,6,Container
4/3/17,1,6,FALSE,red,18.45,6,Container
4/10/17,1,9,TRUE,red,12.29,6,Container
4/17/17,1,9,TRUE,red,12.29,6,Container
4/24/17,1,7,FALSE,red,21.99,6,Container
5/1/17,1,8,FALSE,red,19.99,6,Container
5/8/17,1,3,FALSE,red,19.99,6,Container
5/15/17,1,7,FALSE,red,19.71,6,Container
5/22/17,1,9,TRUE,red,14.29,6,Container
5/29/17,1,23,TRUE,red,13.96,6,Container
6/5/17,1,9,FALSE,red,18.08,6,Container
6/12/17,1,9,TRUE,red,15.49,6,Container
6/19/17,1,3,FALSE,red,24.29,6,Container
6/26/17,1,6,FALSE,red,22.53,6,Container
7/3/17,1,7,FALSE,red,23.29,6,Container
7/10/17,1,6,FALSE,red,25.29,6,Container
7/17/17,1,4,FALSE,red,25.29,6,Container
7/24/17,1,7,FALSE,red,23.29,6,Container
7/31/17,1,1,FALSE,red,23.01,6,Container
8/7/17,1,2,FALSE,red,25.29,6,Container
8/14/17,1,5,TRUE,red,17.68,6,Container
8/21/17,1,1,FALSE,red,25.29,6,Container
8/28/17,1,7,FALSE,red,25.29,6,Container
9/4/17,1,6,FALSE,red,25.29,6,Container
9/11/17,1,5,FALSE,red,25.29,6,Container
9/18/17,1,7,TRUE,red,19.89,6,Container
9/25/17,1,4,FALSE,red,24.29,6,Container
10/2/17,1,2,FALSE,red,18.89,6,Container
10/9/17,1,5,TRUE,red,15.49,6,Container
10/16/17,1,4,FALSE,red,23.29,6,Container
10/23/17,1,5,FALSE,red,24.19,6,Container
10/30/17,1,5,FALSE,red,22.72,6,Container
11/6/17,1,5,TRUE,red,19.79,6,Container
11/13/17,1,5,FALSE,red,22.19,6,Container
11/20/17,1,6,FALSE,red,24.19,6,Container
11/27/17,1,7,FALSE,red,12.19,6,Container
12/4/17,1,14,TRUE,red,12.49,6,Container
12/11/17,1,7,TRUE,red,14.49,6,Container
12/18/17,1,2,FALSE,red,18.34,6,Container
12/25/17,1,11,TRUE,red,13.7,6,Container
1/1/18,1,7,FALSE,red,23.19,6,Container
1/8/18,1,6,FALSE,red,24.19,6,Container
1/15/18,1,7,FALSE,red,23.19,6,Container
1/22/18,1,7,FALSE,red,23.19,6,Container
1/29/18,1,7,FALSE,red,23.19,6,Container
2/5/18,1,6,TRUE,red,24.19,6,Container
2/12/18,1,4,FALSE,red,21.99,6,Container
2/19/18,1,5,TRUE,red,19.99,6,Container
2/26/18,1,7,TRUE,red,19.99,6,Container
3/5/18,1,13,FALSE,red,19.99,6,Container
3/12/18,1,11,FALSE,red,21.99,6,Container
3/19/18,1,13,TRUE,red,19.99,6,Container
3/26/18,1,14,FALSE,red,18.34,6,Container
4/2/18,1,8,TRUE,red,19.79,6,Container
4/9/18,1,8,FALSE,red,20.99,6,Container
4/16/18,1,10,TRUE,red,20.99,6,Container
4/23/18,1,9,TRUE,red,20.99,6,Container
4/30/18,1,8,FALSE,red,19.79,6,Container
5/7/18,1,17,TRUE,red,20.99,6,Container
5/14/18,1,12,TRUE,red,21.99,6,Container
5/21/18,1,15,TRUE,red,21.99,6,Container
5/28/18,1,12,FALSE,red,19.79,6,Container
6/4/18,1,10,FALSE,red,19.99,6,Container
6/11/18,1,17,FALSE,red,17.79,6,Container
6/18/18,1,14,FALSE,red,17.79,6,Container
6/25/18,1,18,TRUE,red,18.79,6,Container
7/2/18,1,13,TRUE,red,17.79,6,Container
7/9/18,1,10,TRUE,red,19.79,6,Container
7/16/18,1,4,FALSE,red,26.49,6,Container
7/23/18,1,14,TRUE,red,22.54,6,Container
7/30/18,1,4,TRUE,red,26.49,6,Container
8/6/18,1,11,TRUE,red,26.72,6,Container
8/13/18,1,11,TRUE,red,25.49,6,Container
8/20/18,1,7,FALSE,red,19.79,6,Container
8/27/18,1,6,FALSE,red,18.79,6,Container
9/3/18,1,12,TRUE,red,27.49,6,Container
9/10/18,1,14,FALSE,red,15.32,6,Container
9/17/18,1,10,TRUE,red,21.99,6,Container
9/24/18,1,9,TRUE,red,27.49,6,Container
10/31/16,1,9,TRUE,red,8.77,10,Container
11/7/16,1,22,TRUE,red,7.16,10,Container
11/14/16,1,23,TRUE,red,8.08,10,Container
11/21/16,1,16,TRUE,red,8.99,10,Container
11/28/16,1,36,TRUE,red,8.1,10,Container
12/5/16,1,18,TRUE,red,6.18,10,Container
12/12/16,1,15,TRUE,red,8.06,10,Container
12/19/16,1,11,TRUE,red,8.41,10,Container
12/26/16,1,11,TRUE,red,3.88,10,Container
1/2/17,1,5,FALSE,red,8.24,10,Container
1/9/17,1,8,FALSE,red,7.42,10,Container
1/16/17,1,1,FALSE,red,15.49,10,Container
1/23/17,1,3,FALSE,red,16.49,10,Container
1/30/17,1,1,FALSE,red,16.49,10,Container
2/6/17,1,4,TRUE,red,9.99,10,Container
2/13/17,1,2,TRUE,red,9.99,10,Container
2/20/17,1,12,TRUE,red,8.99,10,Container
2/27/17,1,7,TRUE,red,9.68,10,Container
3/6/17,1,5,FALSE,red,8.99,10,Container
3/13/17,1,6,TRUE,red,8.99,10,Container
3/20/17,1,3,TRUE,red,9.99,10,Container
3/27/17,1,2,FALSE,red,16.49,10,Container
4/3/17,1,9,TRUE,red,9.99,10,Container
4/10/17,1,5,FALSE,red,10.99,10,Container
4/17/17,1,7,TRUE,red,10.99,10,Container
4/24/17,1,5,FALSE,red,10.99,10,Container
5/1/17,1,13,TRUE,red,10.99,10,Container
5/8/17,1,8,FALSE,red,15.49,10,Container
5/15/17,1,13,TRUE,red,9.99,10,Container
5/22/17,1,4,TRUE,red,8.99,10,Container
5/29/17,1,7,TRUE,red,8.99,10,Container
6/5/17,1,2,TRUE,red,9.99,10,Container
6/12/17,1,6,TRUE,red,8.99,10,Container
6/19/17,1,14,TRUE,red,9.99,10,Container
6/26/17,1,7,TRUE,red,9.99,10,Container
7/3/17,1,9,TRUE,red,9.99,10,Container
7/10/17,1,6,TRUE,red,10.99,10,Container
7/17/17,1,5,FALSE,red,16.49,10,Container
7/24/17,1,6,TRUE,red,8.99,10,Container
7/31/17,1,4,FALSE,red,16.49,10,Container
8/7/17,1,5,TRUE,red,10.99,10,Container
8/14/17,1,3,TRUE,red,8.99,10,Container
8/21/17,1,4,TRUE,red,9.99,10,Container
8/28/17,1,3,FALSE,red,16.49,10,Container
9/4/17,1,3,TRUE,red,10.99,10,Container
9/11/17,1,9,TRUE,red,8.99,10,Container
9/18/17,1,5,TRUE,red,8.99,10,Container
9/25/17,1,3,TRUE,red,8.99,10,Container
10/2/17,1,1,FALSE,red,16.49,10,Container
10/9/17,1,2,TRUE,red,9.99,10,Container
10/16/17,1,5,TRUE,red,10.99,10,Container
10/23/17,1,6,FALSE,red,15.49,10,Container
10/30/17,1,1,FALSE,red,15.49,10,Container
11/6/17,1,5,TRUE,red,10.99,10,Container
11/13/17,1,14,TRUE,red,8.99,10,Container
11/20/17,1,5,FALSE,red,16.49,10,Container
11/27/17,1,8,FALSE,red,13.66,10,Container
12/4/17,1,11,TRUE,red,10.45,10,Container
12/11/17,1,16,TRUE,red,9.62,10,Container
12/18/17,1,2,FALSE,red,8.99,10,Container
12/25/17,1,3,TRUE,red,9.99,10,Container
1/1/18,1,8,FALSE,red,11.74,10,Container
1/8/18,1,7,TRUE,red,11.77,10,Container
1/15/18,1,7,FALSE,red,13.66,10,Container
1/22/18,1,11,TRUE,red,8.99,10,Container
1/29/18,1,7,TRUE,red,10.99,10,Container
2/5/18,1,11,TRUE,red,10.99,10,Container
2/12/18,1,10,TRUE,red,9.99,10,Container
2/19/18,1,5,TRUE,red,11.36,10,Container
2/26/18,1,9,TRUE,red,15.39,10,Container
3/5/18,1,13,TRUE,red,8.99,10,Container
3/12/18,1,15,TRUE,red,8.99,10,Container
3/19/18,1,27,TRUE,red,10.99,10,Container
3/26/18,1,9,TRUE,red,14.49,10,Container
